gene	biotype
AC010987.6	lincRNA
AC010999.1	miRNA
AC011043.1	protein_coding
AC011073.1	miRNA
AC011193.1	lincRNA
AC011196.3	lincRNA
AC011239.1	protein_coding
AC011243.1	lincRNA
AC011247.3	antisense
AC011284.3	antisense
AC011286.1	lincRNA
AC011288.2	lincRNA
AC011290.4	antisense
AC011293.1	miRNA
AC011294.3	protein_coding
AC011298.1	protein_coding
AC011298.2	lincRNA
AC011306.1	lincRNA
AC011306.2	lincRNA
AC011308.1	protein_coding
AC011313.1	miRNA
AC011322.1	pseudogene
AC011343.1	lincRNA
AC011357.1	miRNA
AC011363.1	miRNA
AC011366.3	protein_coding
AC011379.1	miRNA
AC011407.1	miRNA
AC011410.1	miRNA
AC011416.1	miRNA
AC011431.2	miRNA
AC011450.1	miRNA
AC011453.1	miRNA
AC011456.1	miRNA
AC011465.1	miRNA
AC011467.1	miRNA
AC011475.1	protein_coding
AC011477.1	miRNA
AC011478.1	miRNA
AC011484.1	protein_coding
AC011499.1	miRNA
AC011500.1	protein_coding
AC011513.4	antisense
AC011516.1	lincRNA
AC011516.2	lincRNA
AC011518.1	lincRNA
AC011518.2	lincRNA
AC011523.2	antisense
AC011524.1	lincRNA
AC011524.2	lincRNA
AC011524.3	lincRNA
AC011525.2	lincRNA
AC011525.4	lincRNA
AC011526.1	lincRNA
AC011530.4	protein_coding
AC011551.3	protein_coding
AC011558.5	antisense
AC011591.1	miRNA
AC011625.1	antisense
AC011626.1	miRNA
AC011648.1	lincRNA
AC011652.1	miRNA
AC011652.2	miRNA
AC011718.2	lincRNA
AC011718.3	lincRNA
AC011738.1	miRNA
AC011738.4	antisense
AC011747.3	lincRNA
AC011747.4	lincRNA
AC011747.6	lincRNA
AC011747.7	antisense
AC011748.1	miRNA
AC011752.1	lincRNA
AC011753.5	sense_intronic
AC011754.1	sense_overlapping
AC011755.1	protein_coding
AC011841.10	miRNA
AC011841.1	protein_coding
AC011841.3	miRNA
AC011841.4	miRNA
AC011841.5	miRNA
AC011841.6	miRNA
AC011841.7	miRNA
AC011841.8	miRNA
AC011841.9	miRNA
AC011891.5	lincRNA
AC011893.3	antisense
AC011897.1	protein_coding
AC011897.2	lincRNA
AC011899.10	antisense
AC011899.9	antisense
AC011901.2	lincRNA
AC011994.1	miRNA
AC011995.1	lincRNA
AC011995.3	lincRNA
AC011997.1	protein_coding
AC011998.1	sense_intronic
AC012003.1	miRNA
AC012047.1	miRNA
AC012050.1	miRNA
AC012065.4	lincRNA
AC012065.7	lincRNA
AC012067.1	protein_coding
AC012074.2	lincRNA
AC012075.2	lincRNA
AC012119.1	miRNA
AC012123.1	protein_coding
AC012146.7	processed_transcript
AC012150.1	miRNA
AC012175.1	miRNA
AC012181.1	miRNA
AC012215.1	protein_coding
AC012305.1	miRNA
AC012307.2	lincRNA
AC012307.3	processed_transcript
AC012309.5	lincRNA
AC012313.1	protein_coding
AC012314.20	antisense
AC012314.8	antisense
AC012317.1	lincRNA
AC012322.1	lincRNA
AC012353.1	miRNA
AC012354.6	lincRNA
AC012358.7	antisense
AC012358.8	antisense
AC012360.1	protein_coding
AC012360.2	protein_coding
AC012360.4	lincRNA
AC012360.6	antisense
AC012361.1	lincRNA
AC012362.1	miRNA
AC012363.13	lincRNA
AC012363.4	antisense
AC012368.1	lincRNA
AC012370.2	sense_intronic
AC012370.3	lincRNA
AC012391.1	miRNA
AC012414.1	protein_coding
AC012442.5	3prime_overlapping_ncrna
AC012442.6	lincRNA
AC012445.1	lincRNA
AC012451.1	lincRNA
AC012456.3	antisense
AC012456.4	antisense
AC012457.2	antisense
AC012462.1	antisense
AC012462.2	lincRNA
AC012462.3	lincRNA
AC012467.1	miRNA
AC012485.1	protein_coding
AC012485.2	antisense
AC012487.2	antisense
AC012493.2	protein_coding
AC012494.1	lincRNA
AC012499.1	antisense
AC012501.2	sense_overlapping
AC012506.1	lincRNA
AC012506.2	lincRNA
AC012506.3	lincRNA
AC012506.4	lincRNA
AC012507.3	antisense
AC012507.4	antisense
AC012513.6	antisense
AC012531.23	lincRNA
AC012531.25	lincRNA
AC012564.1	miRNA
AC012593.1	lincRNA
AC012594.1	antisense
AC012603.1	miRNA
AC012613.2	antisense
AC012627.1	miRNA
AC012667.1	miRNA
AC012668.1	lincRNA
AC012668.2	lincRNA
AC012668.3	lincRNA
AC012671.1	miRNA
AC012671.3	miRNA
AC012671.4	miRNA
AC013248.2	lincRNA
AC013264.2	antisense
AC013268.1	miRNA
AC013268.5	lincRNA
AC013269.3	antisense
AC013269.4	antisense
AC013269.5	protein_coding
AC013271.3	processed_transcript
AC013275.1	miRNA
AC013275.2	antisense
AC013283.1	miRNA
AC013394.2	processed_transcript
AC013401.1	lincRNA
AC013401.2	lincRNA
AC013402.1	miRNA
AC013402.2	lincRNA
AC013402.3	lincRNA
AC013402.4	lincRNA
AC013402.5	lincRNA
AC013406.1	miRNA
AC013436.6	antisense
AC013444.2	miRNA
AC013448.1	lincRNA
AC013448.2	lincRNA
AC013449.1	protein_coding
AC013460.1	processed_transcript
AC013463.2	antisense
AC013468.1	protein_coding
AC013469.1	protein_coding
AC013472.3	processed_transcript
AC013472.4	antisense
AC013476.1	miRNA
AC013477.1	miRNA
AC013480.2	antisense
AC013489.1	miRNA
AC013558.1	miRNA
AC013727.1	lincRNA
AC013727.2	lincRNA
AC013731.1	miRNA
AC013733.3	antisense
AC013733.4	lincRNA
AC013737.1	miRNA
AC013751.1	miRNA
AC015600.1	miRNA
AC015660.1	protein_coding
AC015688.3	protein_coding
AC015691.13	antisense
AC015818.3	pseudogene
AC015820.1	miRNA
AC015849.12	lincRNA
AC015849.13	sense_overlapping
AC015849.16	lincRNA
AC015849.19	antisense
AC015849.2	antisense
AC015884.1	miRNA
AC015922.5	pseudogene
AC015922.6	lincRNA
AC015923.1	antisense
AC015933.2	antisense
AC015936.3	antisense
AC015969.3	antisense
AC015971.1	miRNA
AC015971.2	antisense
AC015977.6	antisense
AC015987.1	antisense
AC015987.2	protein_coding
AC015989.1	protein_coding
AC015989.2	protein_coding
AC016113.1	miRNA
AC016178.1	miRNA
AC016178.2	miRNA
AC016194.1	miRNA
AC016251.1	protein_coding
AC016292.1	antisense
AC016405.2	miRNA
AC016543.1	miRNA
AC016553.1	miRNA
AC016559.1	protein_coding
AC016575.1	miRNA
AC016582.2	lincRNA
AC016586.1	protein_coding
AC016597.1	miRNA
AC016626.2	lincRNA
AC016629.3	antisense
AC016629.8	antisense
AC016644.1	antisense
AC016670.1	miRNA
AC016682.1	lincRNA
AC016683.5	antisense
AC016683.6	processed_transcript
AC016697.3	miRNA
AC016700.2	lincRNA
AC016700.3	processed_transcript
AC016700.5	lincRNA
AC016706.1	miRNA
AC016710.1	lincRNA
AC016716.2	antisense
AC016722.1	protein_coding
AC016722.2	protein_coding
AC016722.3	antisense
AC016722.4	antisense
AC016723.4	antisense
AC016725.4	antisense
AC016727.1	miRNA
AC016730.1	lincRNA
AC016735.1	lincRNA
AC016735.2	lincRNA
AC016735.3	lincRNA
AC016738.3	antisense
AC016738.4	antisense
AC016745.1	protein_coding
AC016745.3	antisense
AC016747.3	processed_transcript
AC016751.2	lincRNA
AC016751.3	antisense
AC016752.1	protein_coding
AC016757.3	protein_coding
AC016764.1	miRNA
AC016768.1	lincRNA
AC016821.1	miRNA
AC016831.7	lincRNA
AC016885.1	protein_coding
AC016903.1	lincRNA
AC016903.2	lincRNA
AC016907.1	miRNA
AC016907.3	antisense
AC016909.1	antisense
AC016910.1	antisense
AC016912.3	lincRNA
AC016970.1	miRNA
AC016994.2	antisense
AC016995.3	lincRNA
AC016999.2	antisense
AC017002.1	lincRNA
AC017002.2	lincRNA
AC017002.4	lincRNA
AC017006.2	antisense
AC017006.3	antisense
AC017020.1	miRNA
AC017028.10	miRNA
AC017028.1	protein_coding
AC017028.2	miRNA
AC017028.3	miRNA
AC017028.4	miRNA
AC017028.5	miRNA
AC017028.6	miRNA
AC017028.7	miRNA
AC017028.8	miRNA
AC017028.9	miRNA
AC017048.1	lincRNA
AC017048.2	lincRNA
AC017048.3	lincRNA
AC017048.4	lincRNA
AC017053.1	lincRNA
AC017060.1	lincRNA
AC017074.1	lincRNA
AC017074.2	lincRNA
AC017076.5	antisense
AC017081.1	protein_coding
AC017083.1	miRNA
AC017083.3	miRNA
AC017084.1	miRNA
AC017099.3	antisense
AC017101.10	antisense
AC017104.1	miRNA
AC017104.2	protein_coding
AC017104.6	processed_transcript
AC017116.11	sense_overlapping
AC018359.1	lincRNA
AC018359.3	lincRNA
AC018445.1	protein_coding
AC018450.1	miRNA
AC018462.2	antisense
AC018464.3	lincRNA
AC018470.1	protein_coding
AC018470.4	lincRNA
AC018495.3	lincRNA
AC018506.1	miRNA
AC018512.1	protein_coding
AC018607.1	miRNA
AC018618.1	miRNA
AC018628.1	miRNA
AC018630.1	protein_coding
AC018635.1	miRNA
AC018643.4	antisense
AC018647.3	lincRNA
AC018685.1	lincRNA
AC018685.2	lincRNA
AC018690.1	miRNA
AC018692.2	protein_coding
AC018693.6	antisense
AC018705.5	antisense
AC018717.1	lincRNA
AC018730.1	antisense
AC018730.3	antisense
AC018730.4	antisense
AC018731.3	lincRNA
AC018737.1	antisense
AC018737.3	lincRNA
AC018742.1	lincRNA
AC018755.16	pseudogene
AC018755.17	lincRNA
AC018755.1	protein_coding
AC018766.4	antisense
AC018766.5	antisense
AC018766.6	antisense
AC018767.1	miRNA
AC018799.1	lincRNA
AC018804.1	miRNA
AC018804.3	antisense
AC018804.7	pseudogene
AC018816.3	protein_coding
AC018832.1	lincRNA
AC018865.8	pseudogene
AC018866.1	lincRNA
AC018867.1	protein_coding
AC018867.2	protein_coding
AC018878.3	antisense
AC018890.4	lincRNA
AC018890.6	antisense
AC019046.1	miRNA
AC019048.1	antisense
AC019051.1	miRNA
AC019055.1	lincRNA
AC019064.1	lincRNA
AC019068.2	antisense
AC019100.3	antisense
AC019117.1	lincRNA
AC019117.2	lincRNA
AC019118.2	lincRNA
AC019118.3	lincRNA
AC019118.4	lincRNA
AC019131.1	miRNA
AC019171.1	protein_coding
AC019172.2	lincRNA
AC019173.1	protein_coding
AC019181.2	antisense
AC019185.4	sense_intronic
AC019186.1	lincRNA
AC019198.1	miRNA
AC019201.1	miRNA
AC019205.1	miRNA
AC019205.2	miRNA
AC019206.1	protein_coding
AC019221.4	processed_transcript
AC019294.1	protein_coding
AC019319.1	protein_coding
AC019322.1	miRNA
AC019330.1	lincRNA
AC019330.2	miRNA
AC019349.5	antisense
AC020571.3	antisense
AC020594.5	antisense
AC020595.1	lincRNA
AC020601.1	lincRNA
AC020606.1	miRNA
AC020626.1	miRNA
AC020629.1	protein_coding
AC020636.1	miRNA
AC020703.1	miRNA
AC020743.2	antisense
AC020743.3	lincRNA
AC020743.4	lincRNA
AC020892.1	miRNA
AC020895.1	miRNA
AC020900.1	miRNA
AC020900.2	miRNA
AC020907.1	protein_coding
AC020910.1	miRNA
AC020915.1	miRNA
AC020922.1	protein_coding
AC020934.1	miRNA
AC020952.1	protein_coding
AC020956.3	lincRNA
AC021016.6	processed_transcript
AC021016.8	antisense
AC021021.2	lincRNA
AC021052.1	miRNA
AC021078.1	miRNA
AC021188.4	antisense
AC021205.1	miRNA
AC021218.2	protein_coding
AC021224.1	lincRNA
AC021613.1	miRNA
AC021654.1	miRNA
AC021660.1	miRNA
AC021749.1	miRNA
AC021760.1	miRNA
AC021818.1	miRNA
AC021860.1	protein_coding
AC021887.1	miRNA
AC022007.5	lincRNA
AC022021.1	miRNA
AC022120.1	miRNA
AC022142.1	miRNA
AC022153.1	pseudogene
AC022154.7	antisense
AC022173.2	antisense
AC022182.1	lincRNA
AC022182.3	lincRNA
AC022201.4	antisense
AC022201.5	antisense
AC022210.1	protein_coding
AC022311.1	lincRNA
AC022400.2	protein_coding
AC022431.2	protein_coding
AC022431.3	sense_intronic
AC022486.1	lincRNA
AC022498.1	protein_coding
AC022532.1	protein_coding
AC022537.1	miRNA
AC022538.1	miRNA
AC022596.2	pseudogene
AC022596.6	pseudogene
AC022616.1	miRNA
AC022681.1	miRNA
AC022716.1	miRNA
AC022816.2	lincRNA
AC022819.1	miRNA
AC022819.2	protein_coding
AC022819.3	sense_intronic
AC022861.1	miRNA
AC022872.1	miRNA
AC022909.1	miRNA
AC023050.1	miRNA
AC023085.1	pseudogene
AC023115.1	lincRNA
AC023115.2	lincRNA
AC023115.4	lincRNA
AC023128.1	lincRNA
AC023137.2	lincRNA
AC023157.1	miRNA
AC023158.1	miRNA
AC023237.1	miRNA
AC023347.1	lincRNA
AC023385.1	miRNA
AC023469.1	protein_coding
AC023469.2	antisense
AC023481.1	lincRNA
AC023490.1	lincRNA
AC023490.2	lincRNA
AC023513.1	miRNA
AC023590.1	protein_coding
AC023593.1	miRNA
AC023632.1	protein_coding
AC023669.1	lincRNA
AC023672.2	lincRNA
AC023798.1	miRNA
AC023818.1	miRNA
AC023824.1	miRNA
AC023992.1	miRNA
AC024028.1	lincRNA
AC024082.1	miRNA
AC024084.1	lincRNA
AC024132.1	lincRNA
AC024149.1	miRNA
AC024158.1	miRNA
AC024198.1	miRNA
AC024257.1	protein_coding
AC024475.1	miRNA
AC024560.2	lincRNA
AC024560.3	pseudogene
AC024568.1	miRNA
AC024569.1	miRNA
AC024580.1	protein_coding
AC024590.1	miRNA
AC024592.12	protein_coding
AC024592.9	antisense
AC024610.1	miRNA
AC024619.2	sense_intronic
AC024704.2	lincRNA
AC024896.1	miRNA
AC024908.1	miRNA
AC024940.1	protein_coding
AC024996.1	miRNA
AC025016.1	lincRNA
AC025165.1	miRNA
AC025165.8	antisense
AC025166.1	miRNA
AC025171.1	antisense
AC025175.1	miRNA
AC025262.1	protein_coding
AC025263.3	protein_coding
AC025278.1	protein_coding
AC025280.1	miRNA
AC025284.1	miRNA
AC025287.1	protein_coding
AC025300.1	miRNA
AC025335.1	antisense
AC025426.1	miRNA
AC025442.3	antisense
AC025458.1	miRNA
AC025470.1	miRNA
AC025594.1	miRNA
AC025627.7	pseudogene
AC025627.9	pseudogene
AC025674.1	miRNA
AC025678.1	miRNA
AC025811.3	lincRNA
AC025918.2	antisense
AC026150.1	miRNA
AC026150.2	miRNA
AC026150.5	lincRNA
AC026150.8	lincRNA
AC026166.1	miRNA
AC026167.1	lincRNA
AC026188.1	lincRNA
AC026202.1	protein_coding
AC026202.3	antisense
AC026202.5	lincRNA
AC026241.1	miRNA
AC026310.1	protein_coding
AC026318.1	miRNA
AC026320.1	miRNA
AC026357.1	miRNA
AC026366.1	miRNA
AC026369.1	protein_coding
AC026407.1	protein_coding
AC026461.1	protein_coding
AC026471.6	antisense
AC026495.1	miRNA
AC026512.1	miRNA
AC026700.1	miRNA
AC026703.1	protein_coding
AC026703.2	miRNA
AC026740.1	protein_coding
AC026781.1	miRNA
AC026797.1	miRNA
AC026806.2	lincRNA
AC026877.1	miRNA
AC026904.1	lincRNA
AC026956.1	miRNA
AC026992.1	miRNA
AC027119.1	lincRNA
AC027228.1	protein_coding
AC027238.1	miRNA
AC027269.2	lincRNA
AC027281.1	miRNA
AC027288.1	miRNA
AC027288.2	miRNA
AC027307.1	miRNA
AC027307.2	miRNA
AC027307.3	protein_coding
AC027309.1	protein_coding
AC027319.1	miRNA
AC027319.2	miRNA
AC027320.1	miRNA
AC027348.1	miRNA
AC027601.1	antisense
AC027612.2	miRNA
AC027612.3	pseudogene
AC027612.6	pseudogene
AC027763.2	protein_coding
AC027806.1	miRNA
AC027807.1	miRNA
AC027811.1	miRNA
AC034110.1	lincRNA
AC034154.1	miRNA
AC034187.1	miRNA
AC034187.2	lincRNA
AC034187.3	miRNA
AC034187.4	miRNA
AC034187.5	miRNA
AC034193.5	pseudogene
AC034205.1	miRNA
AC034220.3	processed_transcript
AC034228.2	antisense
AC034228.3	antisense
AC034228.4	antisense
AC034228.7	pseudogene
AC034236.1	miRNA
AC034236.2	miRNA
AC034243.1	antisense
AC036178.1	miRNA
AC037199.1	protein_coding
AC037445.1	antisense
AC037459.4	protein_coding
AC040160.1	protein_coding
AC040162.1	miRNA
AC040163.1	miRNA
AC040977.1	protein_coding
AC044860.1	miRNA
AC046130.1	miRNA
AC046143.1	miRNA
AC046143.2	miRNA
AC046143.3	antisense
AC048346.1	miRNA
AC051642.1	protein_coding
AC051649.12	sense_overlapping
AC051649.16	lincRNA
AC051649.1	miRNA
AC051649.6	lincRNA
AC053503.11	antisense
AC053503.4	antisense
AC053503.6	antisense
AC053516.1	miRNA
AC055723.1	miRNA
AC055736.1	protein_coding
AC055764.1	antisense
AC055811.1	miRNA
AC055813.1	miRNA
AC055873.1	miRNA
AC055876.2	miRNA
AC060226.1	miRNA
AC060834.3	lincRNA
AC060835.1	miRNA
AC061961.2	antisense
AC061975.10	protein_coding
AC061975.8	miRNA
AC061992.1	protein_coding
AC061992.2	lincRNA
AC062017.1	protein_coding
AC062020.1	lincRNA
AC062020.2	lincRNA
AC062021.1	lincRNA
AC062028.1	lincRNA
AC062029.1	antisense
AC062031.1	lincRNA
AC062032.1	lincRNA
AC063932.1	miRNA
AC063944.1	miRNA
AC063976.3	lincRNA
AC064834.1	lincRNA
AC064834.2	lincRNA
AC064834.3	lincRNA
AC064837.1	miRNA
AC064852.4	3prime_overlapping_ncrna
AC064853.2	sense_intronic
AC064865.1	lincRNA
AC064871.3	antisense
AC064874.1	protein_coding
AC064875.2	processed_transcript
AC066593.1	antisense
AC066612.1	miRNA
AC067718.1	miRNA
AC067735.1	miRNA
AC067742.1	miRNA
AC067751.1	miRNA
AC067805.1	miRNA
AC067945.2	antisense
AC067945.4	processed_transcript
AC067956.1	lincRNA
AC067957.1	miRNA
AC067959.1	lincRNA
AC067960.1	lincRNA
AC067961.1	lincRNA
AC067968.3	lincRNA
AC067969.1	antisense
AC067969.2	antisense
AC068014.1	miRNA
AC068014.2	miRNA
AC068020.1	miRNA
AC068039.1	protein_coding
AC068039.4	antisense
AC068057.1	lincRNA
AC068057.2	lincRNA
AC068058.1	miRNA
AC068062.1	miRNA
AC068134.6	lincRNA
AC068134.8	antisense
AC068138.1	lincRNA
AC068196.1	lincRNA
AC068282.3	lincRNA
AC068286.1	lincRNA
AC068292.1	miRNA
AC068483.1	lincRNA
AC068489.1	lincRNA
AC068490.1	lincRNA
AC068490.2	lincRNA
AC068491.2	lincRNA
AC068491.3	pseudogene
AC068492.1	lincRNA
AC068499.10	antisense
AC068506.1	miRNA
AC068533.1	miRNA
AC068533.7	protein_coding
AC068535.2	lincRNA
AC068535.3	lincRNA
AC068535.4	lincRNA
AC068538.4	lincRNA
AC068542.1	antisense
AC068542.2	antisense
AC068570.1	miRNA
AC068580.1	miRNA
AC068580.5	sense_intronic
AC068580.6	antisense
AC068580.7	lincRNA
AC068587.1	miRNA
AC068587.2	miRNA
AC068610.3	lincRNA
AC068610.5	lincRNA
AC068620.1	protein_coding
AC068641.1	miRNA
AC068643.1	miRNA
AC068669.1	miRNA
AC068704.1	miRNA
AC068706.1	miRNA
AC068706.2	miRNA
AC068718.1	lincRNA
AC068718.2	miRNA
AC068754.1	miRNA
AC068831.10	antisense
AC068831.15	antisense
AC068831.3	antisense
AC068831.6	antisense
AC068858.1	lincRNA
AC068946.1	miRNA
AC068987.1	protein_coding
AC069067.1	miRNA
AC069082.1	miRNA
AC069155.1	antisense
AC069227.1	miRNA
AC069240.1	miRNA
AC069243.1	miRNA
AC069257.8	antisense
AC069276.1	miRNA
AC069277.2	lincRNA
AC069278.4	lincRNA
AC069280.1	miRNA
AC069285.1	miRNA
AC069286.1	miRNA
AC069294.1	miRNA
AC069303.1	miRNA
AC069363.1	antisense
AC069368.3	protein_coding
AC069394.1	lincRNA
AC069513.4	lincRNA
AC069547.1	protein_coding
AC069547.2	protein_coding
AC072031.1	miRNA
AC072062.1	antisense
AC072062.3	antisense
AC073043.1	processed_transcript
AC073046.25	lincRNA
AC073063.1	protein_coding
AC073071.1	lincRNA
AC073072.5	antisense
AC073089.1	miRNA
AC073094.4	lincRNA
AC073115.6	lincRNA
AC073115.7	lincRNA
AC073127.1	miRNA
AC073128.10	antisense
AC073130.1	processed_transcript
AC073130.3	antisense
AC073133.1	lincRNA
AC073133.2	lincRNA
AC073135.3	pseudogene
AC073136.1	miRNA
AC073188.1	protein_coding
AC073215.1	miRNA
AC073218.1	lincRNA
AC073218.2	lincRNA
AC073218.3	lincRNA
AC073236.3	lincRNA
AC073254.1	antisense
AC073255.1	miRNA
AC073257.1	lincRNA
AC073257.2	lincRNA
AC073283.4	lincRNA
AC073283.7	antisense
AC073284.4	lincRNA
AC073316.1	antisense
AC073316.2	lincRNA
AC073320.1	miRNA
AC073321.3	antisense
AC073321.4	lincRNA
AC073325.1	lincRNA
AC073333.1	protein_coding
AC073333.8	antisense
AC073342.12	antisense
AC073342.1	protein_coding
AC073343.13	antisense
AC073343.1	protein_coding
AC073343.2	miRNA
AC073409.1	lincRNA
AC073479.1	processed_transcript
AC073508.1	miRNA
AC073528.1	protein_coding
AC073569.1	protein_coding
AC073587.1	miRNA
AC073597.1	miRNA
AC073610.5	protein_coding
AC073626.2	antisense
AC073628.1	lincRNA
AC073635.5	antisense
AC073636.1	lincRNA
AC073641.2	antisense
AC073647.1	miRNA
AC073648.1	miRNA
AC073657.1	protein_coding
AC073834.3	antisense
AC073842.19	antisense
AC073869.19	lincRNA
AC073928.2	lincRNA
AC073934.6	antisense
AC073957.15	antisense
AC073973.1	miRNA
AC073987.1	lincRNA
AC074011.2	antisense
AC074019.1	lincRNA
AC074035.1	miRNA
AC074051.1	miRNA
AC074091.13	protein_coding
AC074091.1	miRNA
AC074117.10	antisense
AC074129.1	miRNA
AC074138.3	lincRNA
AC074183.4	lincRNA
AC074212.3	protein_coding
AC074212.5	antisense
AC074212.6	antisense
AC074264.1	miRNA
AC074286.1	sense_overlapping
AC074289.1	antisense
AC074323.1	miRNA
AC074363.1	lincRNA
AC074366.3	antisense
AC074389.1	miRNA
AC074389.5	lincRNA
AC074389.6	protein_coding
AC074389.7	lincRNA
AC074389.9	lincRNA
AC074391.1	lincRNA
AC074391.2	miRNA
AC078785.1	miRNA
AC078794.1	miRNA
AC078816.1	miRNA
AC078819.1	miRNA
AC078828.1	miRNA
AC078842.3	lincRNA
AC078842.4	lincRNA
AC078851.1	lincRNA
AC078851.2	miRNA
AC078852.1	sense_intronic
AC078852.2	sense_intronic
AC078855.1	miRNA
AC078864.1	miRNA
AC078864.2	miRNA
AC078881.1	miRNA
AC078882.1	sense_overlapping
AC078883.3	antisense
AC078883.4	antisense
AC078889.1	miRNA
AC078899.5	miRNA
AC078899.8	miRNA
AC078917.1	miRNA
AC078925.1	protein_coding
AC078941.1	lincRNA
AC078942.1	antisense
AC078988.1	miRNA
AC078993.1	miRNA
AC079005.1	miRNA
AC079080.1	miRNA
AC079117.1	antisense
AC079117.2	miRNA
AC079117.3	miRNA
AC079135.1	antisense
AC079140.1	miRNA
AC079145.4	antisense
AC079150.3	lincRNA
AC079154.1	antisense
AC079163.1	lincRNA
AC079210.1	protein_coding
AC079233.1	miRNA
AC079235.1	miRNA
AC079298.1	miRNA
AC079305.10	antisense
AC079305.11	lincRNA
AC079305.8	antisense
AC079340.1	miRNA
AC079341.1	protein_coding
AC079354.1	protein_coding
AC079354.2	protein_coding
AC079354.3	antisense
AC079354.5	antisense
AC079398.1	miRNA
AC079412.1	miRNA
AC079466.1	lincRNA
AC079467.1	miRNA
AC079584.2	lincRNA
AC079586.1	lincRNA
AC079602.1	protein_coding
AC079603.1	miRNA
AC079610.1	sense_overlapping
AC079610.2	lincRNA
AC079612.1	protein_coding
AC079612.2	lincRNA
AC079613.1	sense_overlapping
AC079630.2	lincRNA
AC079630.4	antisense
AC079742.4	antisense
AC079753.1	miRNA
AC079756.1	miRNA
AC079767.4	lincRNA
AC079772.1	miRNA
AC079776.1	lincRNA
AC079776.2	pseudogene
AC079776.3	lincRNA
AC079776.7	pseudogene
AC079779.4	processed_transcript
AC079779.5	lincRNA
AC079779.6	lincRNA
AC079779.7	antisense
AC079781.1	miRNA
AC079790.2	antisense
AC079799.2	antisense
AC079804.1	miRNA
AC079804.2	miRNA
AC079807.2	antisense
AC079807.4	lincRNA
AC079834.2	miRNA
AC079896.1	lincRNA
AC079922.3	lincRNA
AC079949.1	miRNA
AC079988.3	lincRNA
AC080008.1	miRNA
AC080032.1	miRNA
AC080037.1	miRNA
AC080080.1	miRNA
AC080094.1	lincRNA
AC083810.1	miRNA
AC083811.1	miRNA
AC083829.1	miRNA
AC083843.1	lincRNA
AC083843.2	lincRNA
AC083843.3	lincRNA
AC083862.1	protein_coding
AC083864.3	lincRNA
AC083867.4	lincRNA
AC083875.1	miRNA
AC083884.8	processed_transcript
AC083900.1	sense_intronic
AC083906.1	miRNA
AC083906.2	miRNA
AC083908.1	miRNA
AC083949.1	antisense
AC084010.1	miRNA
AC084018.1	lincRNA
AC084082.3	lincRNA
AC084117.3	sense_intronic
AC084121.16	protein_coding
AC084125.3	miRNA
AC084125.4	antisense
AC084149.1	lincRNA
AC084149.2	lincRNA
AC084193.1	lincRNA
AC084209.1	miRNA
AC084219.3	antisense
AC084219.4	antisense
AC084262.1	miRNA
AC084262.2	miRNA
AC084262.3	miRNA
AC084357.1	miRNA
AC084368.1	miRNA
AC084809.2	antisense
AC084809.3	lincRNA
AC084859.1	miRNA
AC084872.1	miRNA
AC084882.1	miRNA
AC087069.1	miRNA
AC087073.1	lincRNA
AC087203.1	miRNA
AC087237.1	miRNA
AC087239.1	protein_coding
AC087269.2	miRNA
AC087294.2	antisense
AC087393.1	lincRNA
AC087430.1	lincRNA
AC087433.1	miRNA
AC087477.1	protein_coding
AC087491.2	lincRNA
AC087499.10	lincRNA
AC087501.1	antisense
AC087645.1	protein_coding
AC087738.1	miRNA
AC087793.1	miRNA
AC090015.1	miRNA
AC090044.1	lincRNA
AC090044.2	lincRNA
AC090051.1	miRNA
AC090079.1	miRNA
AC090099.1	miRNA
AC090133.1	miRNA
AC090150.1	miRNA
AC090186.1	protein_coding
AC090206.1	miRNA
AC090286.4	antisense
AC090324.1	miRNA
AC090340.1	miRNA
AC090349.1	miRNA
AC090420.1	miRNA
AC090427.1	protein_coding
AC090505.1	lincRNA
